"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4228","Validate login functionality with valid credentials","","2026-09-08","passed","2026-09-08","","","",""
